1,Pass 1,1,,Hardware,P,TRUE
1,Pass 1,.,,Hardware,P,TRUE
2,Pass 2,2,,Hardware,P,TRUE
3,Bin_3,3,,Hardware,F,TRUE
4,Bin_4,4,,Hardware,F,TRUE
15,Sys_Error,!,,Hardware,F,TRUE
16,No_Ship,@,,Hardware,F,TRUE
17,Bin_$,$,,Hardware,F,TRUE
18,Bin_%,%,,Hardware,F,TRUE
19,Bin_^,^,,Hardware,F,TRUE
20,Bin_#,#,,Hardware,F,TRUE
21,Bin_*,*,,Hardware,F,TRUE
22,Bin_{,{,,Hardware,F,TRUE
23,Bin_},},,Hardware,F,TRUE
24,Bin_[,[,,Hardware,F,TRUE
25,Bin_],],,Hardware,F,TRUE
26,Bin_-,-,,Hardware,F,TRUE
27,Bin_+,+,,Hardware,F,TRUE
28,Bin_>,>,,Hardware,F,TRUE
29,Bin_<,<,,Hardware,F,TRUE
30,Bin_~,~,,Hardware,F,TRUE
31,Bin_=,=,,Hardware,F,TRUE
32,Prev_Step,&,,Hardware,F,TRUE
33,Capt_Timeout,L,,Hardware,F,TRUE
34,Memory,B,,Hardware,F,TRUE
35,NAND_Tree,e,,Hardware,F,TRUE
36,I2C,C,,Hardware,F,TRUE
37,Phase_Lock_Loop,P,,Hardware,F,TRUE
38,OTPM,s,,Hardware,F,TRUE
39,Device_ID,S,,Hardware,F,TRUE
40,Scan_Chain,V,,Hardware,F,TRUE
41,DC_Failure,v,,Hardware,F,TRUE
42,Core_Memory,b,,Hardware,F,TRUE
43,Serial,W,,Hardware,F,TRUE
44,Trims,N,,Hardware,F,TRUE
45,Leakage,K,,Hardware,F,TRUE
46,Stby_Curr,F,,Hardware,F,TRUE
47,Bin_f,f,,Hardware,F,TRUE
48,Continuity,H,,Hardware,F,TRUE
49,Oper_Curr,I,,Hardware,F,TRUE
50,Bin_i,i,,Hardware,F,TRUE
51,ADC,A,,Hardware,F,TRUE
52,Gain,G,,Hardware,F,TRUE
53,Test_Pattern,T,,Hardware,F,TRUE
54,Bin_t,t,,Hardware,F,TRUE
55,Repair_Image,R,,Hardware,F,TRUE
56,Dark_Image,D,,Hardware,F,TRUE
57,Mid_Lvl_Image,M,,Hardware,F,TRUE
58,Low_Lvl_Image,Z,,Hardware,F,TRUE
59,Preview_Image,O,,Hardware,F,TRUE
60,Hi_Dyn_Rng,J,,Hardware,F,TRUE
61,Dark_Image2,X,,Hardware,F,TRUE
62,Mid_Lvl_Image2,U,,Hardware,F,TRUE
63,Sat_Image,E,,Hardware,F,TRUE
64,Bin_p,p,,Hardware,F,TRUE
65,Bin_5,5,,Hardware,F,TRUE
66,Bin_6,6,,Hardware,F,TRUE
67,Bin_7,7,,Hardware,F,TRUE
68,Pixel_Performance,8,,Hardware,F,TRUE
69,RTS,9,,Hardware,F,TRUE
70,Bright_Image,Y,,Hardware,F,TRUE
71,Bin_c,c,,Hardware,F,TRUE
72,Combined_Test,Q,,Hardware,F,TRUE
73,Bin_a,a,,Hardware,F,TRUE
74,Bin_d,d,,Hardware,F,TRUE
75,Bin_g,g,,Hardware,F,TRUE
76,Bin_h,h,,Hardware,F,TRUE
77,Bin_j,j,,Hardware,F,TRUE
78,Bin_k,k,,Hardware,F,TRUE
79,Bin_l,l,,Hardware,F,TRUE
80,Bin_m,m,,Hardware,F,TRUE
81,Bin_n,n,,Hardware,F,TRUE
82,Bin_o,o,,Hardware,F,TRUE
83,Bin_q,q,,Hardware,F,TRUE
84,Bin_r,r,,Hardware,F,TRUE
85,Bin_u,u,,Hardware,F,TRUE
86,Bin_w,w,,Hardware,F,TRUE
87,Bin_x,x,,Hardware,F,TRUE
88,Bin_y,y,,Hardware,F,TRUE
89,Bin_z,z,,Hardware,F,TRUE
90,Bin_0,0,,Hardware,F,TRUE
1,Bin_1,.,,Software,P,TRUE
1,Bin_1,1,,Software,P,TRUE
2,Bin_2,2,,Software,P,TRUE
1,Bin_1,1,1,Software,P,TRUE
1,Bin_1,.,1,Software,P,FALSE
1,Bin_1,1,.,Software,P,TRUE
1,Bin_1,.,.,Software,P,FALSE
1,Bin_1,.,*,Software,P,FALSE
310,Bin_3,3,1,Software,F,FALSE
312,Bin_3,3,2,Software,F,FALSE
313,Bin_3,3,3,Software,F,FALSE
314,Bin_3,3,4,Software,F,FALSE
315,Bin_3,3,!,Software,F,FALSE
316,Bin_3,3,@,Software,F,FALSE
317,Bin_3,3,$,Software,F,FALSE
318,Bin_3,3,%,Software,F,FALSE
319,Bin_3,3,^,Software,F,FALSE
